Frequency_Hz,PSD_Dry_dB_Hz,PSD_Wet_dB_Hz
1244.0,-101.15191023847669,-91.76004427133418
1246.0,-86.38862942543953,-84.21597284556233
1248.0,-85.72762716833051,-87.88609247487301
1250.0,-98.57316440410648,-105.84138780812577
1252.0,-109.39242242816194,-112.4829919415213
1254.0,-113.40317298669078,-111.02634836382249
1256.0,-112.33625745591598,-111.64472542270491
1258.0,-113.04337905588028,-113.21350220160697
1260.0,-113.04062466063202,-112.91736210112396
1262.0,-112.11642258898736,-112.50827116453154
1264.0,-112.04889256883219,-112.30473165940654
1266.0,-111.99204941489023,-112.86033318292641
1268.0,-112.82211293462693,-112.49684958845455
1270.0,-113.05773549888065,-112.24212115074863
1272.0,-111.00499218382268,-111.32235282901134
1274.0,-112.03253235577021,-111.53876981770425
1276.0,-112.77501233149225,-111.51345006746664
1278.0,-113.42556704465325,-112.65733628870942
1280.0,-113.44536584962277,-113.07174355580018
1282.0,-112.72189020567353,-112.7211359180802
1284.0,-112.57496652557901,-112.0143183552085
1286.0,-113.35582797718475,-112.8479717832411
1288.0,-114.3242736304739,-112.4659993167102
1290.0,-113.86916336578696,-113.17643926234327
1292.0,-113.82680056346913,-112.65139285148125
1294.0,-112.97534699639547,-106.69871389416663
1296.0,-109.75178951966765,-100.13904791161329
1298.0,-109.92303981887126,-103.50495580895183
1300.0,-112.71894551153798,-113.29858356410344
1302.0,-112.8419510956593,-113.34496737079533
1304.0,-112.72015814688464,-114.71617954268737
1306.0,-113.00161675617055,-113.93890919672691
1308.0,-113.25568557221658,-114.09985599973771
1310.0,-113.90704032434334,-113.57900740105102
1312.0,-113.53033825390892,-111.77425762372798
1314.0,-114.4589568818205,-112.87863016568993
1316.0,-113.87903088512354,-112.56992108701886
1318.0,-114.48432587410576,-112.84435840078034
1320.0,-114.16411628306926,-111.74600720174148
1322.0,-112.68561204855324,-112.7634984279645
1324.0,-113.57847262555211,-112.53056420324697
1326.0,-112.95331160180086,-111.6000626277596
1328.0,-112.04446870744115,-111.11126951339611
1330.0,-113.05840569144515,-112.02092043399183
1332.0,-113.66522088415212,-112.5315298506477
1334.0,-113.28076399678444,-112.6022802591149
1336.0,-113.22908931406843,-113.07538310933366
1338.0,-113.40259859981694,-113.26839641655926
1340.0,-113.42476935030221,-112.9511813266
1342.0,-111.47975797062357,-111.66671537857226
1344.0,-100.45666435345517,-92.46445350602342
1346.0,-87.74554242763232,-86.68564388267541
1348.0,-88.36623778499963,-91.92861845709565
1350.0,-102.93129943012696,-109.7043054389946
1352.0,-112.99053354957601,-113.08283303274264
1354.0,-113.51238282493993,-113.73261706658604
1356.0,-113.05267526169604,-112.3830135956602
1358.0,-112.87224131176929,-112.5925027437428
1360.0,-114.39072845756837,-112.40672694530917
1362.0,-112.34024455038332,-112.7861199365082
1364.0,-112.2855328989699,-113.41462575284723
1366.0,-113.68691475871435,-113.38998146646054
1368.0,-112.00479225598856,-113.6333981794043
1370.0,-112.18488673814898,-112.9113929888166
1372.0,-112.08657025185906,-110.61273350148849
1374.0,-112.26658824297826,-111.06294117742904
1376.0,-113.65665742666623,-113.0877493552598
1378.0,-113.48956741858622,-113.23747569725127
1380.0,-113.80151229718487,-112.64749814836848
1382.0,-113.06486907254227,-113.36614770227118
1384.0,-112.5747551021845,-114.00240801385618
1386.0,-112.87016175182899,-112.5697612102368
1388.0,-112.1558954666098,-111.98675688379024
1390.0,-112.26709874992383,-112.16615290715811
1392.0,-112.71495643634282,-111.96103636006913
1394.0,-112.85378055776908,-109.47521118027825
1396.0,-109.9789776714467,-105.22722930895154
1398.0,-110.78619353332819,-109.44853716208094
1400.0,-112.75220889206986,-112.81923584580949
1402.0,-113.02868854582877,-112.77706707085548
1404.0,-113.19087728570965,-112.49303789502365
1406.0,-112.55697821369866,-112.23690187664985
1408.0,-112.36468103480264,-112.39377470676585
1410.0,-111.96030162008796,-113.13261990363156
1412.0,-112.7273137395955,-112.8825401316228
1414.0,-114.09524832066649,-112.48915354083324
1416.0,-114.44891267379587,-112.92570517884839
1418.0,-113.14764810724382,-113.84091280428748
1420.0,-112.81909887515978,-113.42964727534331
1422.0,-113.5204117543809,-113.80060237753
1424.0,-113.78269728821192,-112.74289400558153
1426.0,-114.12779879039368,-111.35534012096224
1428.0,-112.884612314518,-110.64267974150341
1430.0,-112.96608984873451,-111.22360859431882
1432.0,-112.84466805406421,-112.04434727296456
1434.0,-112.55673301397988,-113.37543818718356
1436.0,-112.63047485341528,-113.7779632927421
1438.0,-112.4296607454523,-112.70724770018322
1440.0,-112.27649953101762,-111.68581801469907
1442.0,-111.84922987491498,-111.09539805600059
1444.0,-100.42780934289786,-93.6366342520634
1446.0,-90.19142394067498,-89.81337178038808
1448.0,-92.16051385833616,-96.9835806806921
1450.0,-107.70564509165939,-112.12263761825717
1452.0,-113.99337338295126,-113.33979402936023
1454.0,-113.53761178070586,-112.65610805605151
1456.0,-112.81785575077595,-112.9683339338399
1458.0,-113.08376783801148,-113.19813803915463
1460.0,-113.30035674404516,-112.70342289157705
1462.0,-113.18367158884013,-114.4268509189211
1464.0,-112.83242442583645,-114.59776043672123
1466.0,-112.5543875638246,-112.74876248250982
1468.0,-112.99947873364508,-112.48324770025322
1470.0,-112.39116502993475,-111.91272458126355
1472.0,-112.0542292110754,-112.47301577063779
1474.0,-112.90434184386227,-112.68934472671688
1476.0,-112.58867903081862,-111.99187536807686
1478.0,-113.05776681115425,-111.80867475464204
1480.0,-113.19911159728937,-112.94909594786526
1482.0,-113.72090568530626,-112.69794742569181
1484.0,-112.29073583836488,-112.10400664159245
1486.0,-110.3089932567862,-112.13670420220232
1488.0,-112.1273790344313,-112.85799548157246
1490.0,-113.86154430473093,-113.29413086136576
1492.0,-113.68303105914453,-112.98680193234901
1494.0,-110.5684156242992,-104.50272322513345
1496.0,-104.0247065147199,-101.68218034517554
1498.0,-106.05984641434334,-108.92934762382882
1500.0,-112.22759750154302,-113.29221469232604
1502.0,-113.11860751803239,-113.24091929936398
1504.0,-112.52154001097091,-113.13343343468999
1506.0,-110.92346373014416,-112.36856746787488
1508.0,-111.72055813459136,-112.6255840271586
1510.0,-112.67325989554365,-112.5250410470838
1512.0,-112.7383387672067,-112.1774755910044
1514.0,-112.7805900923567,-112.5159291447105
1516.0,-112.64929823073754,-113.21135711800085
1518.0,-113.20986518963757,-113.98046508965713
1520.0,-112.91878335361956,-113.43109655298437
1522.0,-112.90840987119492,-112.69639579849306
1524.0,-113.65695385443503,-112.81627015586923
1526.0,-113.37625959760322,-112.58156060073637
1528.0,-113.64665687358284,-113.32459893628285
1530.0,-113.84448623761918,-114.48601562616993
1532.0,-114.16123390354791,-114.205491925792
1534.0,-113.8153308462919,-114.28151879582325
1536.0,-113.63809128703977,-113.28563255739664
1538.0,-113.55878219299476,-112.96793768336549
1540.0,-112.71029453394982,-113.70445597300835
1542.0,-111.72203586263055,-105.8202554661377
1544.0,-99.77045225751891,-90.88188807100947
1546.0,-91.18983274502385,-88.9758006028589
1548.0,-94.57885071584357,-98.46923764844783
1550.0,-110.64634476524094,-111.74696547874993
1552.0,-112.25884559022035,-113.49668758149764
1554.0,-114.29833804929083,-113.71736952030247
1556.0,-113.31590899996188,-113.60115269824058
1558.0,-112.53661433379578,-113.61962239956125
1560.0,-112.54548788575241,-112.67909303211417
1562.0,-112.35256443053005,-112.27100188347121
1564.0,-113.00503884363145,-112.45040514867328
1566.0,-112.89962051673469,-112.56977656313906
1568.0,-113.77051396318532,-111.93780581073801
1570.0,-112.64437862562028,-111.17751829766463
1572.0,-111.29932341070896,-110.88474424789308
1574.0,-112.94467527542412,-111.11652605819545
1576.0,-114.55904221149672,-111.94333317455894
1578.0,-114.06015219976267,-112.81954470283266
1580.0,-114.39585461321221,-112.11858154098486
1582.0,-114.31719760816138,-112.88061812134343
1584.0,-113.99707847085261,-113.82443013937254
1586.0,-113.26301570349875,-112.12564178760596
1588.0,-112.17485172261703,-113.0609918494857
1590.0,-113.44228471446905,-114.51959178569153
1592.0,-113.32180045915239,-111.78473043539532
1594.0,-109.84309404323434,-103.61782297385153
1596.0,-104.32144678449151,-102.94194971539346
1598.0,-106.84698294869767,-110.03130499445123
1600.0,-111.5596504921433,-112.68245717224997
1602.0,-113.01717129156322,-112.4243555558349
1604.0,-113.17897810952516,-112.84652635576528
1606.0,-113.28197404187007,-112.08879601794936
1608.0,-113.2067312835455,-112.719597295693
1610.0,-113.89994075015127,-112.46919203490917
1612.0,-113.98900263095979,-112.78396130598259
1614.0,-113.74331420972085,-112.69769279620007
1616.0,-113.24793179405472,-112.82345425019754
1618.0,-113.34924008696738,-113.84843198574791
1620.0,-113.19191252089644,-113.61801251234951
1622.0,-113.75958789572016,-113.78339709889104
1624.0,-113.71237111865915,-113.57987056729911
1626.0,-114.62337020117437,-113.12464589234577
1628.0,-113.87662507052441,-113.20844975077182
1630.0,-114.7121921224921,-112.92512758169666
1632.0,-113.20092358221471,-113.17660396632917
1634.0,-113.78933391403777,-112.17958706127847
1636.0,-113.22118801195137,-111.36434914383037
1638.0,-112.74460677273436,-112.18199691693599
1640.0,-113.13027225570055,-112.02492929458995
1642.0,-112.15697657144725,-103.11694269412041
1644.0,-97.72865102897669,-90.57634499454252
1646.0,-90.65136227451696,-90.19386962733188
1648.0,-95.2141472512638,-100.94347552638547
1650.0,-111.18840151325195,-111.52679578131959
1652.0,-113.12105901310568,-112.02627177620558
1654.0,-112.50071980714947,-112.01456181553708
1656.0,-111.12031911177556,-112.68926533298244
1658.0,-111.21681148115456,-113.14613096145514
1660.0,-111.50218950599518,-113.05621493199573
1662.0,-112.03120175052788,-112.76326702710301
1664.0,-112.15010528641395,-112.38918348153094
1666.0,-111.99695227413271,-111.72856940139285
1668.0,-112.45197985056569,-110.9703171417793
1670.0,-112.63259746899821,-110.41180338076222
1672.0,-112.24915277392293,-111.69306314876239
1674.0,-113.05519079155584,-112.0486497044395
1676.0,-112.65686108181158,-112.01292266493309
1678.0,-113.26508733294261,-112.28215311211113
1680.0,-113.00194082302596,-112.38718200421519
1682.0,-112.8744165036636,-113.56743133171284
1684.0,-114.24347963238043,-113.23258787666283
1686.0,-113.28559004001256,-114.68465205978237
1688.0,-113.03507449490455,-114.49918272809859
1690.0,-113.07840059181243,-113.29348679191897
1692.0,-113.56140815330973,-110.37315741930358
1694.0,-107.15925086953283,-102.24735174007603
1696.0,-101.68733765922268,-101.645110138219
1698.0,-106.25136754347454,-109.88970513822701
1700.0,-113.92872418558953,-114.09972754060658
1702.0,-113.857875564957,-114.1018432995235
1704.0,-114.15479829774554,-113.02140225302736
1706.0,-114.03084619516622,-112.81377896756405
1708.0,-113.26909166161927,-113.8349216543898
1710.0,-113.06929776703402,-114.4610168171809
1712.0,-113.55539106309288,-114.13243499492924
1714.0,-112.56781800820775,-112.74360435150727
1716.0,-112.86020034644571,-113.40344538520144
1718.0,-114.10372444143061,-114.56926833297517
1720.0,-112.70670707428567,-113.16199468568183
1722.0,-112.76457710503269,-113.04030526928852
1724.0,-114.49520067471981,-114.23788621414795
1726.0,-114.61392495844186,-114.26440326499046
1728.0,-114.90528260993278,-113.97234571676208
1730.0,-114.17656210401509,-113.94324554342198
1732.0,-114.44724942389682,-114.0725484177476
1734.0,-114.44502973311756,-114.01365275248529
1736.0,-114.35682301515465,-114.28583363548012
1738.0,-113.11065649148927,-114.25435591253114
1740.0,-112.03851125814423,-113.70192597260767
1742.0,-110.76277261922132,-101.49648592153315
1744.0,-94.39620176634135,-90.78556489653911
1746.0,-88.71239376370333,-91.45211290741926
1748.0,-94.92001879206059,-103.03223519053013
1750.0,-113.65017874136191,-112.6075509399949
1752.0,-112.25811986564557,-112.6460148741536
1754.0,-112.17083449655549,-113.45358503858749
1756.0,-111.3156464562793,-113.9205717085299
1758.0,-110.77076518990508,-113.27693675646177
1760.0,-111.22711437223352,-112.93559983327619
1762.0,-112.40153500011837,-113.71276004063603
1764.0,-111.79308128694045,-113.70858568463937
1766.0,-112.17919317964613,-113.07713414544963
1768.0,-111.49668471124545,-113.11582448700703
1770.0,-112.75310302954827,-112.7914330766771
1772.0,-113.5911228336027,-111.9473867702971
1774.0,-113.248005882828,-109.89415250156172
1776.0,-112.86260438056087,-110.90559253687537
1778.0,-113.93579220879224,-111.56286801697915
1780.0,-114.4395413137604,-112.36944398793129
1782.0,-112.93153606985003,-113.24992002898833
1784.0,-111.88820109043336,-112.99015628553067
1786.0,-111.62329824322504,-112.6452698148617
1788.0,-114.49787646737386,-113.51877620672803
1790.0,-114.7116671540931,-113.66686126866418
1792.0,-113.47249263588866,-110.31268933441399
1794.0,-109.68644114415187,-101.3867651515384
1796.0,-105.77153162754607,-102.79005663850315
1798.0,-110.56598209338772,-112.00684094550968
1800.0,-113.9983649401884,-112.79789684014538
1802.0,-114.60775950908672,-114.76760281269877
1804.0,-112.40681460057539,-113.3058313673037
1806.0,-110.93879452509155,-112.38167344370922
1808.0,-112.742669655019,-114.00725297047656
1810.0,-113.76517693334529,-113.57714699363567
1812.0,-113.75791696676538,-112.99885812473693
1814.0,-112.78157294255523,-114.03081977845444
1816.0,-112.99487517406028,-114.26512031439943
1818.0,-113.86459166369981,-114.44378283106603
1820.0,-112.71981687835982,-113.97991106561436
1822.0,-112.94180298609302,-114.29382163435876
1824.0,-113.0893310818278,-114.73513716883006
1826.0,-112.42390634268708,-114.8639318589897
1828.0,-113.43767833209542,-113.39805807795332
1830.0,-114.14665751706198,-113.41335718976667
1832.0,-112.39074127268756,-113.93458678527065
1834.0,-111.95052035177858,-114.12184004645249
1836.0,-113.23169018969861,-112.90340465372151
1838.0,-114.75024377132023,-113.47945537863822
1840.0,-113.10947424383899,-113.88376295791234
1842.0,-110.76223618284706,-102.79865434865309
1844.0,-96.47374346053184,-94.39183351500999
1846.0,-92.24796868198959,-96.52723590322799
1848.0,-99.51578905214917,-109.43466642772086
1850.0,-111.50503503696478,-111.89658894044156
1852.0,-112.56906634065251,-111.77517332567905
1854.0,-112.7825207373196,-113.28319891948874
1856.0,-112.53259011799473,-114.06604634767447
1858.0,-111.53388890349952,-113.03798007574454
1860.0,-111.84000998335489,-113.10536592473866
1862.0,-111.46900322181705,-115.01257169246408
1864.0,-112.1617612081103,-113.44308727948943
1866.0,-112.4683517374521,-112.49075580663863
1868.0,-112.06553894651168,-113.39489879684508
1870.0,-112.31221076229035,-113.43218219329223
1872.0,-111.8586185993086,-113.12387850713978
1874.0,-113.17793149423402,-112.07342690462822
1876.0,-113.5686262306598,-113.13542594179037
1878.0,-113.85879803120022,-114.21584785317783
1880.0,-114.08209682256533,-113.37048911585478
1882.0,-113.4198778462328,-114.23394824845985
1884.0,-113.83972942564789,-114.76664935980287
1886.0,-114.09513986209488,-113.75701417991324
1888.0,-114.00417174156831,-113.5363286210576
1890.0,-113.1376665323772,-113.06905777480861
1892.0,-112.27380211413691,-108.2627424606956
1894.0,-104.13745073711647,-100.77786540689593
1896.0,-101.07305706484982,-102.43351138748258
1898.0,-108.83104387985158,-112.83539801008578
1900.0,-113.17237172128108,-114.22781654676557
1902.0,-113.6728476366239,-114.71052138539378
1904.0,-113.67382906672728,-113.54997194638243
1906.0,-113.23010787230876,-113.30579237131504
1908.0,-113.6422325596864,-114.39324754412844
1910.0,-114.12934834989663,-113.7663060222653
1912.0,-114.06821410831813,-113.6544341267556
1914.0,-113.31456715814555,-114.07289146017028
1916.0,-113.15417643998234,-113.22492526571466
1918.0,-113.96706340632058,-112.2198144762682
1920.0,-113.39928657942444,-113.81229216061827
1922.0,-112.8387426776313,-114.74426532640855
1924.0,-113.10000293126453,-114.24602922731046
1926.0,-112.94870469034893,-113.5578695119828
1928.0,-112.60210039694712,-114.29343303919501
1930.0,-113.69655979363655,-113.95111479544508
1932.0,-113.15829506234452,-113.59263273558007
1934.0,-112.45196338832582,-113.98710509271075
1936.0,-113.51711873498246,-112.84076440272412
1938.0,-113.96664110715099,-112.20844783082885
1940.0,-113.36707454938849,-112.37645517531837
1942.0,-112.77086756438663,-102.379152111217
1944.0,-98.46409675074527,-96.8551112915961
1946.0,-95.52119255919229,-101.46237874053087
1948.0,-104.3816786507941,-111.83123125175058
1950.0,-110.88516584953771,-113.72685293827841
1952.0,-110.26213482019416,-113.36755663954806
1954.0,-108.5723612340588,-114.02144516246999
1956.0,-107.0493083152972,-113.44105955177695
1958.0,-106.05794172544618,-112.42902802171906
1960.0,-106.08606266905971,-112.84291769875898
1962.0,-106.65352421230217,-112.1686924349148
1964.0,-106.51769341679177,-110.5238367167368
1966.0,-107.3904005506397,-110.27492838796499
1968.0,-108.89279123009655,-109.60535975156411
1970.0,-110.9284376864651,-109.07676008320989
1972.0,-112.05715756424772,-108.75702554417006
1974.0,-112.71308053664121,-107.99110692458505
1976.0,-112.85014422361601,-108.86321703836745
1978.0,-112.07377625870703,-109.39804634743214
1980.0,-112.60695281955435,-110.20444149331142
1982.0,-114.10972809706931,-110.76679740864145
1984.0,-114.5875047285942,-111.71896922048461
1986.0,-113.09812951758623,-112.27516186926962
1988.0,-113.193377257236,-111.47401104088935
1990.0,-112.97016654843674,-112.89053692833153
1992.0,-114.01373811726742,-104.87335984211776
1994.0,-106.21585027875548,-100.30498470703635
1996.0,-104.16384263458659,-105.03534421731466
1998.0,-111.45393442392054,-113.18278662618154
2000.0,-114.0635799033253,-114.16226478040004
2002.0,-113.76962831771249,-113.90927308871504
2004.0,-112.66767715340634,-113.23478038585674
2006.0,-113.80625150347404,-113.29772791085553
2008.0,-114.21514281257348,-113.53538539525033
2010.0,-114.37905070257503,-113.28550845870465
2012.0,-115.10238152738354,-112.4093896516784
2014.0,-113.85455683418525,-112.41252791224599
2016.0,-114.28939138811177,-112.5799378012895
2018.0,-114.52666003943509,-112.58954563861536
2020.0,-114.067540838265,-112.1304757116043
2022.0,-114.13724162884878,-112.95679138121037
2024.0,-113.30004557207374,-113.37391297651436
2026.0,-113.8759488412492,-112.26135766601288
2028.0,-113.88875791972396,-111.913008831769
2030.0,-114.08161934056812,-111.83534017940224
2032.0,-113.90452444008776,-113.1842150310699
2034.0,-112.77725482156818,-113.51022777395889
2036.0,-112.0304972354151,-112.41448855696164
2038.0,-112.17375966874141,-113.11662000096128
2040.0,-111.47026038286464,-112.77350522506899
2042.0,-111.70551026144038,-97.20067533342035
2044.0,-101.89426003613596,-93.37230977653047
2046.0,-100.31086789621072,-99.98470966586933
2048.0,-107.01617341476438,-111.42759293801753
2050.0,-108.87560137974017,-112.12958766669178
2052.0,-109.1021728850686,-112.28889884765634
2054.0,-106.34406309205154,-112.21293020646274
2056.0,-104.97433595633574,-112.26936081168137
2058.0,-104.72235905590706,-111.81288348735313
2060.0,-104.83442657332455,-111.21174869505438
2062.0,-105.54952256489142,-111.45182371723898
2064.0,-106.11260629437285,-109.54480462787332
2066.0,-107.13720443620245,-108.76015961984538
2068.0,-108.13679897284953,-107.02568045758554
2070.0,-109.92674583774038,-106.90316641958259
2072.0,-110.44841381115909,-106.0629112422163
2074.0,-112.1435649024709,-106.67024203547159
2076.0,-112.94328087922652,-107.16357015704041
2078.0,-112.84745257997142,-107.75645603215402
2080.0,-113.39330205311168,-108.69396252210622
2082.0,-113.17894041034589,-110.55979895863501
2084.0,-112.1882470945065,-111.87616185188796
2086.0,-112.96284712155155,-110.90224153778428
2088.0,-113.9154724408243,-110.9379660089084
2090.0,-113.66461034716941,-112.66097221887068
2092.0,-112.1572096865032,-103.63857828869344
2094.0,-102.56013527446996,-99.29138321657099
2096.0,-101.63649983205701,-104.43952622581266
2098.0,-110.76602817513347,-113.23923022003274
2100.0,-114.74709579793802,-113.74807974583013
2102.0,-115.69654440800088,-112.65139507582184
2104.0,-114.31649661767028,-112.3275807921032
2106.0,-111.8975731018109,-112.73327456049095
2108.0,-111.89540663368413,-113.39726846284115
2110.0,-112.60036620401797,-114.27582494199157
2112.0,-114.00312423176828,-114.89627718549312
2114.0,-113.33397904104551,-114.81520344252799
2116.0,-113.55623797754319,-114.18614156056117
2118.0,-113.51169250987166,-113.78691722140746
2120.0,-113.33160480156982,-114.10270414235511
2122.0,-114.35397655926675,-114.2439846475696
2124.0,-114.60910854788706,-113.25482738748688
2126.0,-113.62907153855518,-112.86507753427844
2128.0,-114.42097666006255,-113.79585640705557
2130.0,-114.45198670052336,-113.52205803453788
2132.0,-113.39381279505946,-113.01898548422272
2134.0,-113.2656386863633,-113.20004082535952
2136.0,-113.8032525000923,-114.42307021394699
2138.0,-113.88348139437863,-113.44921883612734
2140.0,-111.66782979383618,-108.9136393711828
2142.0,-106.81831437157632,-95.74741248339049
2144.0,-93.52993372992039,-91.98630420732891
2146.0,-93.26937800578308,-97.86891553808039
2148.0,-105.54955024877697,-112.08807278635442
2150.0,-111.40580292553481,-112.28183029432805
2152.0,-110.79534810299583,-113.85451507074686
2154.0,-110.53592644712194,-113.03091258371012
2156.0,-109.7060352843789,-113.10726736773216
2158.0,-109.24870380816841,-112.56583919249911
2160.0,-107.90612614379918,-112.34652438952763
2162.0,-107.87156216933995,-112.57209686734343
2164.0,-108.91416802138266,-110.64545881391783
2166.0,-110.29582260658721,-111.11810035549694
2168.0,-111.42654118768797,-110.30828574743231
2170.0,-112.51305646953092,-110.21277146154938
2172.0,-112.50897703817125,-109.11614558830286
2174.0,-111.66552445874005,-109.07245018369636
2176.0,-112.28104372167401,-109.32610514305034
2178.0,-113.31367902160737,-110.25895452071197
2180.0,-113.34024340015932,-110.72106209027248
2182.0,-114.07283891206994,-112.60355402028136
2184.0,-114.02121685512441,-112.06936910211243
2186.0,-113.3893929342548,-112.44502928421802
2188.0,-113.39978576315829,-113.62835160475552
2190.0,-114.61418046329368,-111.82985637460094
2192.0,-113.93631649159511,-101.72974716812078
2194.0,-108.31657754087621,-100.09237315121275
2196.0,-108.53290005128355,-107.54900563959636
2198.0,-113.79981198169524,-114.17224859698325
2200.0,-113.83995453894626,-114.47112868001994
2202.0,-113.93773529428466,-113.60502812404553
2204.0,-113.02374171068492,-113.6177742992746
2206.0,-113.4690731193853,-114.30871494677127
2208.0,-114.28272819431388,-113.82798487711766
2210.0,-114.64385995927486,-113.21985803683404
2212.0,-114.48547598545538,-114.00592748265538
2214.0,-113.98077537493462,-114.0906742320615
2216.0,-114.42472429960402,-113.90756643197514
2218.0,-114.20117837329357,-113.04498028189047
2220.0,-113.5658243200127,-113.81690344314349
2222.0,-115.21945805584308,-113.07928686868848
2224.0,-115.64116219243415,-112.56401687614735
2226.0,-115.9806303890237,-113.7153215048079
2228.0,-114.34849697415659,-114.86036219151474
2230.0,-114.78575381779925,-114.03876816994966
2232.0,-115.18108173847737,-113.69500125137333
2234.0,-113.16987740649365,-113.74116296560356
2236.0,-112.89898638097173,-113.98506165588701
2238.0,-112.61474801462808,-113.28571098385252
2240.0,-112.48842936516172,-107.09485576065354
2242.0,-105.7208628478337,-94.90369987518991
2244.0,-94.41790484077045,-92.71643395858838
2246.0,-95.48820275811454,-100.48131898124834
2248.0,-108.11369046956939,-113.22471286595537
2250.0,-110.9996768741587,-112.90208061892221
2252.0,-110.77780437245227,-113.17033832604912
2254.0,-109.12378889322011,-112.84643365207984
2256.0,-107.62757716289588,-113.38712203160128
2258.0,-107.74002599711439,-111.96576658242583
2260.0,-107.936637645945,-111.9589162125162
2262.0,-107.57700440174344,-113.1720055054436
2264.0,-108.85122117102242,-112.69639847357482
2266.0,-109.38869078817038,-110.92132170221332
2268.0,-110.01535220810905,-109.41343971729076
2270.0,-111.36856091175822,-109.68849525217652
2272.0,-112.05306830837517,-108.1991619757782
2274.0,-112.5949648590421,-108.29323851226533
2276.0,-113.46764609837975,-108.04749450511643
2278.0,-112.97354724305428,-110.20777524398717
2280.0,-113.1696271429486,-110.66967996122463
2282.0,-113.4692298829289,-112.71029051158075
2284.0,-113.45728018043653,-113.19161530536707
2286.0,-113.4063863049775,-113.82286333205852
2288.0,-113.71218844207723,-113.32233279342796
2290.0,-114.14840712333147,-111.71078155349221
2292.0,-111.14624394856119,-104.46394102131704
2294.0,-102.22622250216956,-102.57711693728943
2296.0,-103.94661187527988,-109.32522113846134
2298.0,-114.25372959501006,-113.35122297283272
2300.0,-114.15495738264536,-114.1210364254043
2302.0,-112.94836435821105,-114.231601103508
2304.0,-113.06589027762242,-114.96979845905821
2306.0,-113.94026058749975,-115.40754218773935
2308.0,-113.39644832161076,-114.89951897050787
2310.0,-112.96528431422107,-113.41122241327766
2312.0,-113.70483138307722,-113.48895851518151
2314.0,-114.7049528000716,-112.23958047761064
2316.0,-113.84735640403062,-111.96745703712699
2318.0,-113.3320916442483,-111.87425066132317
2320.0,-114.18972358507708,-112.82330277714163
2322.0,-113.28140707902817,-114.36512380884392
2324.0,-113.05230242169733,-114.18034002567134
2326.0,-113.38453256975015,-113.67048804461766
2328.0,-113.44317773754511,-112.71567226441222
2330.0,-112.82545796618331,-112.87649963160439
2332.0,-113.11081434195479,-113.67886238682678
2334.0,-113.75158370903945,-113.96834834157026
2336.0,-114.09159124532894,-113.10478182131595
2338.0,-115.09699839360451,-113.908501703868
2340.0,-114.20798549261934,-108.80634332748075
2342.0,-104.17194793041197,-97.42969268201009
2344.0,-94.68024796567876,-95.81673347824875
2346.0,-97.11938049800017,-104.30899593627231
2348.0,-110.9600959588123,-114.07986937294316
2350.0,-112.63297723821518,-115.05793658581146
2352.0,-111.19832922426937,-114.4484772861216
2354.0,-110.5068352149454,-114.83773856372892
2356.0,-110.69727058914583,-114.7888749806852
2358.0,-110.13055757156991,-114.03289864137506
2360.0,-110.46042179527703,-113.99109312062464
2362.0,-111.76383381321962,-114.22929044110617
2364.0,-113.07733806093282,-112.41257036376317
2366.0,-113.46066589961409,-111.84745162334364
2368.0,-112.19235096179133,-111.45298136284467
2370.0,-112.22993001425147,-111.37934621447677
2372.0,-113.14152705258724,-110.31040887048134
2374.0,-114.3446667893567,-110.52731144355383
2376.0,-114.58954953670222,-111.80250309121902
2378.0,-115.37195720009603,-111.8106618713265
2380.0,-114.37388569358929,-112.37696529178807
2382.0,-113.93006585522073,-113.87534694953798
2384.0,-113.35841867336339,-112.87193430030229
2386.0,-113.97787096668256,-113.64872023191198
2388.0,-115.06016773190844,-112.63604722171466
2390.0,-113.76856287077203,-109.80762265168914
2392.0,-113.64758079423186,-102.1958362988694
2394.0,-108.24958234670662,-102.94410538754691
2396.0,-109.59675725032852,-110.96523188674797
2398.0,-112.18376053811774,-113.90133689014934
2400.0,-113.31870080445866,-113.23255866221271
2402.0,-113.16868998392466,-113.74066437464846
2404.0,-113.74469832737383,-114.33808541653185
2406.0,-113.32208568504589,-114.37707875833138
2408.0,-112.43138474596239,-113.46711776022055
2410.0,-113.68441325259043,-113.50710171451654
2412.0,-113.38667424137694,-114.11320513618426
2414.0,-113.14025857924472,-114.49570634308404
2416.0,-113.31858490617694,-113.01992046845677
2418.0,-113.94965727135882,-114.1626127342183
2420.0,-114.9610826324735,-114.6009975597971
2422.0,-113.81093859181536,-113.48829556407061
2424.0,-113.15718988348978,-113.9555843020571
2426.0,-113.20739476355874,-114.03308617755025
2428.0,-114.13425299800929,-113.79781681061303
2430.0,-113.96812842911163,-113.95713533733078
2432.0,-114.06305894203882,-113.23932817036713
2434.0,-114.1727716256637,-113.19364952299085
2436.0,-114.47084194892419,-114.03849556942484
2438.0,-113.72620569749728,-113.34698852174245
2440.0,-111.94015886178703,-103.90664215263597
2442.0,-104.41276774351019,-95.23421124762203
2444.0,-96.55137174119301,-96.77831893836509
2446.0,-100.08091721505123,-107.66388753175659
2448.0,-111.03718010776063,-113.99562013205126
2450.0,-113.06272985613191,-114.67024355367764
2452.0,-113.83317398643278,-113.15322214322462
2454.0,-112.66717970608249,-113.32783762755072
2456.0,-113.56097879375211,-115.76317256575334
