Frequency_Hz,PSD_Dry_dB_Hz,PSD_Wet_dB_Hz
2458.0,-114.07034316277701,-115.32906893892788
2460.0,-114.0019561930503,-114.55807237916444
2462.0,-114.52242029273722,-113.88106176755574
2464.0,-113.3207744071616,-113.21209672206093
2466.0,-113.45486023198839,-114.04558591125874
2468.0,-114.17161496834402,-113.77440838199881
2470.0,-112.96183326644359,-113.31705262081752
2472.0,-113.37383575810716,-112.65483381203163
2474.0,-114.27302930703205,-112.93668292381477
2476.0,-113.15351885081022,-115.56028466264253
2478.0,-112.49806571846143,-115.51359379400262
2480.0,-114.52854742474317,-116.40849907634623
2482.0,-113.82144554164515,-113.62840590339124
2484.0,-113.14531265076383,-112.4936507502455
2486.0,-113.01922844891564,-113.22103378512307
2488.0,-112.53323716460008,-113.26936581025248
2490.0,-114.05332313101455,-111.03489034382028
2492.0,-110.51417838672378,-104.79955580580365
2494.0,-105.57279967051869,-106.34718218867611
2496.0,-108.71342942293892,-112.46086740789173
2498.0,-112.95303029135255,-113.08763753613603
2500.0,-112.71816041361326,-112.97141722896959
2502.0,-112.3600368823773,-113.9338171939875
2504.0,-112.65865940920428,-112.48497099371592
2506.0,-113.38053678150514,-112.65196907069436
2508.0,-114.82618978406114,-114.18912269194217
2510.0,-114.39909278118797,-114.41218633506273
2512.0,-113.82831286873528,-114.0559010520889
2514.0,-112.74977308836115,-113.92202634565223
2516.0,-111.7848730749775,-114.25967249851568
2518.0,-112.38190410616953,-113.54318006296839
2520.0,-113.88560128248501,-113.53820743781213
2522.0,-113.63954400192766,-113.42253722862452
2524.0,-113.28712500160947,-112.31322255207326
2526.0,-114.58868529721465,-113.18695496571138
2528.0,-114.80993105276119,-113.83705612365817
2530.0,-114.5455591600684,-115.17710132332843
2532.0,-114.89641081683116,-115.12222036740398
2534.0,-114.45674265994813,-113.63767036845003
2536.0,-113.05063453066396,-113.40471405217349
2538.0,-113.50999874047653,-113.08314728717565
2540.0,-114.7359349817205,-99.16545704237193
2542.0,-101.13809705663067,-92.38149235400785
2544.0,-94.6747328443914,-94.91523560163971
2546.0,-99.75847278813646,-106.5416725549519
2548.0,-113.21576286124446,-114.16574719772504
2550.0,-112.3279913890402,-113.1335184940464
2552.0,-113.3309890452061,-113.11149662532705
2554.0,-113.01996985997073,-114.39511808640047
2556.0,-112.40385344141896,-115.87707778566198
2558.0,-113.13180822443596,-113.90294960248852
2560.0,-114.10170568602757,-113.99100500840828
2562.0,-113.89755086496793,-113.9993522739195
2564.0,-115.5526932233783,-113.5494856208418
2566.0,-114.81442338167872,-113.43205026811603
2568.0,-113.91985157629976,-112.71917014502921
2570.0,-114.6909611386785,-112.32411683162087
2572.0,-113.6118114936918,-112.65977801190888
2574.0,-113.60676636965884,-111.77880584685474
2576.0,-113.55125351501908,-114.1304553461241
2578.0,-113.62227880159729,-114.29516426525035
2580.0,-114.24660703924806,-114.42196882128715
2582.0,-114.38823835236664,-114.56096449379879
2584.0,-113.83539985189964,-114.44534397278922
2586.0,-114.52724398640035,-114.84908461934906
2588.0,-115.30961196026524,-114.29393305579637
2590.0,-114.64223684686722,-109.20592543745843
2592.0,-113.15031648529106,-104.38723057113586
2594.0,-112.3568503197774,-107.74704304661795
2596.0,-112.69395333388069,-113.40751124540937
2598.0,-113.7328910701242,-114.57718036739865
2600.0,-114.52457629273417,-115.613193805993
2602.0,-113.54923310653403,-114.69971522208226
2604.0,-113.34522661560803,-113.50013669272857
2606.0,-114.37057366073033,-114.02684363350428
2608.0,-114.13636197916047,-114.88730107988656
2610.0,-114.57465970672206,-114.8862505302845
2612.0,-113.95232029096272,-113.58466545623568
2614.0,-113.28738221725206,-113.24907192843988
2616.0,-112.06913859280583,-113.48923182555338
2618.0,-112.27287948489791,-112.91911470564034
2620.0,-114.20687293742739,-112.71101951853981
2622.0,-114.81417298042828,-111.43797936368928
2624.0,-114.65798998876183,-111.56875582548085
2626.0,-114.98717299751348,-113.82053810281563
2628.0,-114.88845808017851,-113.52177316075625
2630.0,-114.88674258278533,-113.48316202009903
2632.0,-114.16300503536063,-113.65215941169473
2634.0,-114.59143146604168,-114.42481996231281
2636.0,-114.0123629804491,-115.1449316657999
2638.0,-113.32693036995936,-113.76904731933476
2640.0,-114.32127982307011,-96.35418694154157
2642.0,-99.11089368566738,-90.99189680704077
2644.0,-93.81565932464021,-95.08413007032694
2646.0,-100.27555231081392,-108.85853387062244
2648.0,-113.49662695894165,-113.5571397959741
2650.0,-113.51385653396716,-112.6170042021843
2652.0,-113.46327241344532,-113.40508771930101
2654.0,-113.42051650556127,-114.15984543912145
2656.0,-114.27679587037822,-115.21519501228366
2658.0,-113.43408101298982,-114.35734503568177
2660.0,-112.956609815404,-114.57237719787616
2662.0,-114.4401177912691,-113.9281915140235
2664.0,-115.39644270841268,-113.08475000070273
2666.0,-114.83854736674436,-111.99689589056517
2668.0,-115.07793570068702,-112.50816171815289
2670.0,-112.95713044114783,-113.19411911439892
2672.0,-113.5497342599737,-112.27835515379917
2674.0,-113.76952451858229,-112.22011828825177
2676.0,-113.2992097043344,-113.9154143743739
2678.0,-114.29807980972951,-113.8330105213018
2680.0,-114.564617031716,-113.51619502898484
2682.0,-114.26631607218988,-113.9443817089101
2684.0,-114.18581064386528,-114.0916073072588
2686.0,-114.05482467216098,-115.32670052953719
2688.0,-113.81912703142919,-114.88710239985255
2690.0,-113.22097020935134,-113.16683969286018
2692.0,-112.43056956536968,-110.75645791089454
2694.0,-112.73847427206942,-112.17033012294719
2696.0,-113.60717452628803,-114.45532005024992
2698.0,-113.53909548714141,-113.69264388293713
2700.0,-113.70387136303731,-113.03318672991112
2702.0,-114.56654639580819,-112.7834161664817
2704.0,-114.17791743033848,-113.68228678946377
2706.0,-114.86508008188814,-114.08222724463018
2708.0,-114.19359835151579,-113.23157915365299
2710.0,-115.16590160506809,-114.5191092737472
2712.0,-115.07885956304455,-114.8427316176709
2714.0,-112.71220370853847,-114.52291679099552
2716.0,-111.47918670269232,-113.91866470752763
2718.0,-112.24746308706372,-112.41671727323995
2720.0,-112.99368680479907,-112.88358018300664
2722.0,-112.8182887765598,-112.65502338067405
2724.0,-112.64831231654553,-112.91422169196883
2726.0,-113.68030589533846,-114.13727296606622
2728.0,-113.72499482378464,-114.10612455022942
2730.0,-114.64277683619932,-114.19354465395053
2732.0,-114.05697810502255,-112.9696151417433
2734.0,-113.64587930701808,-114.50828796641568
2736.0,-112.88739713571158,-113.95569803118121
2738.0,-112.43667177508796,-113.27739486600946
2740.0,-111.59864178340692,-97.67080509711504
2742.0,-97.90172902598947,-93.71553337166648
2744.0,-94.08553160163419,-98.45081459509971
2746.0,-101.80205630991588,-110.24679352716696
2748.0,-112.66656062910123,-112.81145286378322
2750.0,-114.29865332076879,-112.56521055016593
2752.0,-113.81346124068054,-113.37250261013979
2754.0,-112.01970482281678,-113.7452402832028
2756.0,-113.40022853287579,-113.80625603592097
2758.0,-114.24463287859254,-113.80136510819082
2760.0,-112.6230680853554,-113.12575180563479
2762.0,-113.2752583492913,-113.74736132124566
2764.0,-114.56863730786563,-113.56166718583796
2766.0,-113.25507728035994,-113.62667707056231
2768.0,-113.44405663399908,-112.97032769654562
2770.0,-113.62060720433175,-112.18119245084743
2772.0,-113.00290945924453,-112.12901784723037
2774.0,-113.50733408074232,-113.144052647636
2776.0,-113.98482476698376,-114.06920720742147
2778.0,-113.97182528512377,-115.46507451275588
2780.0,-113.14735666716594,-115.2253729545113
2782.0,-113.27907702164089,-113.39764409436896
2784.0,-114.07520983763908,-114.03489647399385
2786.0,-113.70004488681901,-113.56173712248687
2788.0,-114.15435035818783,-113.4971075873257
2790.0,-112.94127799307537,-108.30196651724671
2792.0,-108.6675598279114,-104.48798208522282
2794.0,-107.54178950186828,-108.00158325034387
2796.0,-113.27627636961307,-114.07432820714304
2798.0,-114.35079288858077,-115.1019109959344
2800.0,-113.61653962544138,-113.87332282379361
2802.0,-112.86403142475518,-113.48129474662505
2804.0,-112.88347087903928,-113.77253076593257
2806.0,-114.90554808395751,-115.16806974640177
2808.0,-114.91544326228214,-113.40574057145156
2810.0,-114.77523601890339,-112.87766552847314
2812.0,-114.7497279882581,-113.38536142409194
2814.0,-113.68529347253957,-112.70040913511329
2816.0,-112.69792072539065,-112.55524515446928
2818.0,-113.10966110013078,-111.63129949454739
2820.0,-113.47638250934529,-111.06553232705792
2822.0,-113.61131430993099,-111.50277619317735
2824.0,-113.06594761096734,-113.25242562387174
2826.0,-113.92023479341923,-114.25091947715565
2828.0,-115.65059748086163,-114.66596237197459
2830.0,-113.87576547942793,-114.12329790875725
2832.0,-114.43144540905637,-113.85476063670525
2834.0,-114.78973253870465,-113.41865904813164
2836.0,-113.82983538877077,-113.1706842514491
2838.0,-111.4395123829005,-110.25475789062163
2840.0,-111.81815987597246,-97.85537020437069
2842.0,-100.32448160954092,-95.66625804049038
2844.0,-97.92753271461679,-101.80071220494064
2846.0,-106.50288897302248,-111.63219121701985
2848.0,-111.83031248266859,-111.73789136527753
2850.0,-112.93643767659746,-112.90643174663798
2852.0,-114.49956551665979,-114.25432052296772
2854.0,-114.94262700796325,-114.2483800272416
2856.0,-114.24422694659698,-114.32278400181326
2858.0,-113.1745967046513,-114.07531172478274
2860.0,-114.1171001055015,-113.12599429767525
2862.0,-114.18289270304895,-113.564419566976
2864.0,-114.2494380289181,-113.15817258209927
2866.0,-113.53477455588379,-112.31670568710804
2868.0,-113.49213731095139,-111.04471541344611
2870.0,-113.10359532095339,-112.3416061928184
2872.0,-112.52064680143951,-111.6653179651604
2874.0,-114.07610780719516,-111.81259034085133
2876.0,-114.97669457894388,-114.03168260602614
2878.0,-113.47430444578507,-114.38778779927915
2880.0,-113.37531050599095,-114.32670837827325
2882.0,-114.39297527315057,-114.67151134488327
2884.0,-115.05176043853587,-115.28723702750963
2886.0,-115.13090795512447,-114.61135219088413
2888.0,-113.369781938003,-113.40997636939804
2890.0,-112.90257323271442,-108.73978953361275
2892.0,-110.1554772794425,-107.29763102970597
2894.0,-109.32284446122131,-111.85073770864821
2896.0,-113.5367752543763,-114.4374553708832
2898.0,-113.92706910105218,-114.20819843975943
2900.0,-114.17665432132024,-113.64963010952756
2902.0,-113.96130072246528,-114.1985315260836
2904.0,-114.6792099418512,-114.77226944900052
2906.0,-114.13624742198562,-114.36254168324533
2908.0,-114.4189875779779,-114.85634614695212
2910.0,-114.36863194741134,-114.5320734014382
2912.0,-113.49747941661269,-113.23127538376177
2914.0,-113.25398491045748,-112.85344568652275
2916.0,-111.76011224606144,-111.41877956929855
2918.0,-112.66084114140504,-110.83701119253105
2920.0,-112.98503572407662,-111.94106266718859
2922.0,-112.25065929893105,-112.20243879710114
2924.0,-113.00433883570037,-114.28021145693549
2926.0,-113.60680130423748,-114.2393586815129
2928.0,-113.18563956766532,-114.12257464256255
2930.0,-112.44959870720207,-113.00865730815416
2932.0,-112.29011231963655,-113.31951188992929
2934.0,-112.47427085433026,-114.36040801270485
2936.0,-113.5158372103518,-114.1114114841624
2938.0,-113.53038599441241,-107.7259965971123
2940.0,-111.49121909849492,-98.06301398014685
2942.0,-98.16160921078007,-97.04451909584552
2944.0,-97.11446924369392,-103.99871583326592
2946.0,-108.66735384294684,-113.4098798209408
2948.0,-112.56488277345545,-113.96934909281447
2950.0,-115.03088619645868,-113.9781507245076
2952.0,-114.89450775947525,-114.4131374904731
2954.0,-113.91914292328268,-114.33448737445524
2956.0,-113.78542094504495,-113.6859189870141
2958.0,-114.57479841755331,-113.54956338480166
2960.0,-114.36759172894283,-113.24436662920888
2962.0,-114.69553002504017,-113.57685296961152
2964.0,-114.77261731930695,-112.77972295351425
2966.0,-112.62124245650071,-111.44510199845462
2968.0,-112.0338314730167,-110.48940889626687
2970.0,-112.14224424004686,-111.77566138870813
2972.0,-112.37261189975925,-111.78019180352699
2974.0,-113.01455936311675,-112.48360461459185
2976.0,-113.7679979998815,-114.09598480878684
2978.0,-114.60546899698141,-112.55621748959612
2980.0,-114.43321368414993,-113.17563494756862
2982.0,-114.10759051312084,-113.91400056894665
2984.0,-113.78151662239776,-113.151221385875
2986.0,-114.36617530068443,-114.64934257014198
2988.0,-114.2713015228326,-112.46026198620396
2990.0,-112.01170766514392,-104.32954056501026
2992.0,-103.03293548917445,-102.51463632103666
2994.0,-102.56123739346219,-108.08851797905425
2996.0,-111.32569369009873,-114.43771133797362
2998.0,-112.82464440444696,-114.29309805851
3000.0,-113.49930712398974,-113.49613792968293
3002.0,-113.466374804454,-113.62051675483062
3004.0,-114.36135385868965,-114.08808160429555
3006.0,-114.29658933698681,-113.73843782968655
3008.0,-114.03265270432657,-113.96606156968552
3010.0,-113.60298842450946,-114.61095857938548
3012.0,-113.8491460936661,-114.92587343345127
3014.0,-113.15643127898281,-113.33541486792667
3016.0,-112.14731741505871,-113.86214699689788
3018.0,-113.49037736240467,-112.17186482054258
3020.0,-113.6142633801184,-110.927199114398
3022.0,-113.48247842633809,-111.57410153205753
3024.0,-113.1840081782096,-112.98143708995275
3026.0,-113.8908746546384,-113.83125733442107
3028.0,-115.85712643114053,-114.1352052620357
3030.0,-114.69417123690407,-113.98357509419861
3032.0,-113.79723612432986,-114.90537952381572
3034.0,-113.3938215967139,-114.39332645461192
3036.0,-114.35756028260673,-113.7923504584242
3038.0,-113.35783231836186,-104.13339805587036
3040.0,-110.4686547174675,-94.92810026264351
3042.0,-99.40446146814037,-96.14468696499706
3044.0,-99.61840020867345,-105.49843990686415
3046.0,-111.63742012289823,-114.4043958316896
3048.0,-113.80287642108244,-113.94278484025178
3050.0,-114.02908866722696,-113.2344184012262
3052.0,-113.4016917575419,-113.73618811031875
3054.0,-114.06620261622112,-114.60038773954098
3056.0,-114.20647062719547,-113.40678900204644
3058.0,-113.81178121454425,-111.90569212887729
3060.0,-113.96050883518917,-111.65965722102237
3062.0,-114.61400859806554,-112.59681581886505
3064.0,-113.65709581563316,-112.79907897566889
3066.0,-113.25240435798895,-111.54850771405471
3068.0,-113.11267774304562,-110.94983633436209
3070.0,-113.59055638441525,-111.49016933862457
3072.0,-113.76379814822498,-111.78078925382016
3074.0,-113.49046770619711,-113.17268029846673
3076.0,-113.97184259149492,-113.17019055632299
3078.0,-114.54612220658959,-114.5416899523181
3080.0,-114.56306610242308,-113.09761662442483
3082.0,-113.27616707572022,-112.87092683539093
3084.0,-112.8665349985709,-114.70093636372914
3086.0,-113.6139645947278,-114.50998339134239
3088.0,-113.57384170862915,-110.37545197269559
3090.0,-111.98398306772232,-103.85869782760932
3092.0,-106.80063603862378,-104.73595289858574
3094.0,-107.7661469943055,-111.05883936784247
3096.0,-112.01104441732403,-113.56724477382608
3098.0,-112.96688041085045,-114.66938676945139
3100.0,-114.1475499612792,-114.07775691127202
3102.0,-113.46849905362117,-112.37487228672849
3104.0,-113.1616267854211,-112.608099919253
3106.0,-113.87113828373043,-113.75977379033026
3108.0,-113.83143267572433,-113.04198338166556
3110.0,-114.10148480710083,-112.7882924243059
3112.0,-113.56870524209361,-112.5341296150968
3114.0,-112.97207083097882,-111.10613513144258
3116.0,-113.67020265366769,-110.34877621574394
3118.0,-112.85727219913943,-111.80979408504234
3120.0,-109.95613548679303,-112.68380078228307
3122.0,-109.06256090076971,-112.6138259095629
3124.0,-111.12557589152155,-113.95324607523708
3126.0,-113.66333220546477,-113.96149765383586
3128.0,-114.12246086711461,-113.73529568005961
3130.0,-114.4238940864997,-113.14112868313052
3132.0,-114.53485929387085,-113.57973912802933
3134.0,-113.53730329060186,-113.5276021491126
3136.0,-111.5829731554555,-113.91282384505786
3138.0,-112.65547345043638,-104.32976460106437
3140.0,-108.18795412295721,-96.98784201686023
3142.0,-98.3963452297762,-98.52828132493492
3144.0,-99.93314263943837,-107.27169918444935
3146.0,-111.92327576274708,-112.14465722218011
3148.0,-112.98789655392461,-113.93491900431769
3150.0,-115.1883245917237,-114.63165048802247
3152.0,-115.01873031540615,-113.471344541434
3154.0,-114.21300623266998,-114.15144697184954
3156.0,-114.00337152970963,-114.58908012558567
3158.0,-114.06868041953066,-115.24325777951762
3160.0,-114.14260395853074,-114.11472686400016
3162.0,-114.22985964492851,-111.96857534410339
3164.0,-113.85797639677597,-110.80443172593917
3166.0,-113.56263333553986,-110.77117059595773
3168.0,-114.18067010581652,-109.78014348179127
3170.0,-112.85437521853952,-109.12262448083331
3172.0,-111.78447591029655,-109.4998580720191
3174.0,-113.14886754337066,-111.67443367424447
3176.0,-113.97369807217218,-113.03640841988022
3178.0,-113.57487125886908,-113.29156475167834
3180.0,-114.42703848308437,-113.47830615727091
3182.0,-114.50934467218843,-113.6130530632428
3184.0,-114.30454911422706,-115.19603750496019
3186.0,-112.31658173470352,-113.90413680456311
3188.0,-112.31549452666664,-109.14674656278618
3190.0,-110.402856611167,-103.06495149235712
3192.0,-102.28767988188174,-103.35573100541531
3194.0,-104.46152292386691,-110.36714512281281
3196.0,-113.45394725211916,-114.81341973493593
3198.0,-113.16934197273986,-115.44354059300993
3200.0,-113.98016018718761,-113.6428289859083
3202.0,-114.32225925493746,-113.0926818676414
3204.0,-114.28580282059558,-114.0513375771327
3206.0,-114.7253676969558,-114.33175056711049
3208.0,-115.00041874635497,-113.36597331567894
3210.0,-113.84151283996216,-113.63648262759867
3212.0,-113.67311539406117,-113.77645282664534
3214.0,-114.52983789411488,-112.04832310262275
3216.0,-113.34340159459485,-111.1354717107359
3218.0,-112.21348819360279,-111.505203835828
3220.0,-110.91319381052735,-111.71165466380408
3222.0,-111.25408119481479,-112.64091437165958
3224.0,-112.75622310087842,-114.20832938201151
3226.0,-113.28092328442042,-114.76309880868925
3228.0,-113.86679073472429,-113.7046647141038
3230.0,-114.55663548241495,-114.36888722477113
3232.0,-114.03589089941251,-114.77044105102715
3234.0,-112.85761179352184,-113.67603521222173
3236.0,-112.14355012931946,-112.86872562425727
3238.0,-112.30316882965028,-104.7474903115611
3240.0,-111.03112908556838,-100.09752754887485
3242.0,-104.98288932182653,-103.50462606865408
3244.0,-107.17046412811904,-110.79227652417474
3246.0,-112.4232794657664,-113.06157642168478
3248.0,-113.20353061454969,-113.9825133506018
3250.0,-113.71693781476694,-114.10411377097046
3252.0,-114.93727981899292,-115.16151746025238
3254.0,-115.79240850473262,-115.49166059126249
3256.0,-115.49239100616956,-113.84012069634394
3258.0,-115.39451050662997,-111.98738524111829
3260.0,-114.11029027962206,-112.0333558557565
3262.0,-114.93683096749363,-112.61354646329643
3264.0,-114.34735951055268,-111.90922557268973
3266.0,-112.55824044675188,-110.47125937721745
3268.0,-112.51747439558456,-110.06612036086976
3270.0,-111.78616652015718,-110.26510117617597
3272.0,-110.95779712859546,-110.76892868689333
3274.0,-111.6571120516155,-112.83368968444
3276.0,-113.51401548527201,-114.36738255729914
3278.0,-113.78631804689724,-114.99954819965251
3280.0,-114.02837698622793,-114.41671099552653
3282.0,-112.4818345621422,-114.21211067818744
3284.0,-111.43892007221781,-114.05737269268076
3286.0,-112.35670257278244,-113.19089920298839
3288.0,-113.46508779935189,-107.45276944010072
3290.0,-110.25648586360984,-103.85058562763497
3292.0,-104.1455174976261,-107.61020160244051
3294.0,-107.36484008082627,-113.13978541499957
3296.0,-113.6712991352671,-113.59557546673392
3298.0,-113.96135558584032,-114.27775085976192
3300.0,-115.1245395830204,-114.45755432580688
3302.0,-115.85198848356788,-114.2168125239163
3304.0,-114.72229772466277,-114.42783157814665
3306.0,-113.41743719646308,-115.09792803142903
3308.0,-114.60792878648321,-113.60807426862229
3310.0,-114.87457214011364,-113.3756851325745
3312.0,-114.07434572429841,-113.38118715082732
3314.0,-114.04257166000687,-112.60666121274915
3316.0,-114.25692665486355,-111.9019097959982
3318.0,-113.25849964454386,-112.56953387125517
3320.0,-113.1732365415762,-112.21317524294015
3322.0,-112.80919190613966,-112.99566684428164
3324.0,-113.45269784500367,-113.02005665864701
3326.0,-113.4882948017009,-113.49559926039058
3328.0,-112.75050496465964,-115.37648374254329
3330.0,-113.01753733730513,-115.22094153353319
3332.0,-114.21540229936161,-114.09323980888703
3334.0,-113.1641418451094,-114.39602271635911
3336.0,-111.88971003146767,-114.92787834780299
3338.0,-111.58848844038658,-105.41368892364565
3340.0,-109.62092574132613,-103.00809968028534
3342.0,-103.59010352456552,-110.17749248743236
3344.0,-107.24796858222534,-113.04750094864409
3346.0,-113.51503587736985,-112.94965531606681
3348.0,-113.79330107793729,-114.76047953273637
3350.0,-113.99806158959258,-114.45830912249221
3352.0,-113.81223180299072,-114.83841401028293
3354.0,-112.4839464580028,-113.91873692482092
3356.0,-114.0406275260813,-113.3368925814804
3358.0,-114.02574761511984,-112.5436120596285
3360.0,-113.74126782724804,-111.36640013961599
3362.0,-113.86794866404736,-110.37850508233745
3364.0,-109.15896346294183,-109.4117298212047
3366.0,-107.57205112447906,-109.50123036583042
3368.0,-109.69987855536387,-108.93471044080775
3370.0,-107.83968613111202,-109.02120213217218
3372.0,-107.19867882040401,-109.88973964506138
3374.0,-108.45259237316519,-110.71483166087322
3376.0,-109.96615622422225,-112.54563609681637
3378.0,-111.13985295331732,-112.73511427627926
3380.0,-112.57456270305754,-112.79834787107535
3382.0,-111.61470682337288,-112.8687131587205
3384.0,-111.25221871291942,-112.76055250193554
3386.0,-112.26712416155209,-114.3186997829119
3388.0,-113.51234342733348,-106.88354124515209
3390.0,-108.18861047241823,-102.98076455127351
3392.0,-101.95171926660595,-105.73949934824876
3394.0,-106.15107137797638,-113.56723587998454
3396.0,-112.91771524925363,-113.5284744618039
3398.0,-113.26591164627224,-113.76924849936282
3400.0,-113.10762392739917,-114.50233213743998
3402.0,-112.9961553665558,-113.52803088980556
3404.0,-113.76615486224858,-114.99924560694616
3406.0,-114.20180596518307,-114.50864145402878
3408.0,-114.63814053817417,-115.82609493940042
3410.0,-115.46573617511004,-115.30720506261487
3412.0,-114.54066703724021,-113.96630173363569
3414.0,-113.60462965768319,-113.01363218121278
3416.0,-113.027343248508,-112.16114656453378
3418.0,-112.786166506706,-111.79216937738485
3420.0,-111.58355642796155,-111.5574303864278
3422.0,-111.05101519545113,-112.36311292614894
3424.0,-112.77011120240644,-113.79853981510082
3426.0,-112.98146682673313,-113.97299929372082
3428.0,-113.06827368713341,-112.82039730756112
3430.0,-114.08392263132086,-113.03803850427441
3432.0,-113.352906124017,-112.90448082038466
3434.0,-113.02493479841092,-113.63942477164773
3436.0,-113.0503779603794,-112.24433630436535
3438.0,-112.6538026323158,-104.17606253008012
3440.0,-108.54429419307878,-102.79464557911803
3442.0,-103.7682454349573,-108.11593165601407
3444.0,-108.49364296533943,-111.32558551122617
3446.0,-113.70147783817524,-113.01657760477688
3448.0,-114.51872909498043,-113.97847832190317
3450.0,-113.59159981776564,-113.344156699627
3452.0,-113.77793820710633,-112.97584127469247
3454.0,-114.09570474284408,-113.02449249092803
3456.0,-114.5927822409495,-113.11927138029185
3458.0,-114.75437611447633,-110.78377289117998
3460.0,-113.77363668711475,-109.63631150827132
3462.0,-112.99699181114605,-108.39717470546559
3464.0,-110.24969823274567,-107.85012349454176
3466.0,-108.94691005590698,-108.55418636345493
3468.0,-108.38871209064118,-107.86979655685747
3470.0,-106.68794582540804,-109.05977483605932
3472.0,-106.39838379746948,-110.05892165431634
3474.0,-107.22732108590576,-110.5229591215992
3476.0,-108.85160513584253,-112.72585914050929
3478.0,-109.3257370936048,-112.50952151713143
3480.0,-110.98944501537339,-112.85541400023232
3482.0,-109.8879255509543,-112.97838234778396
3484.0,-111.54614590230581,-113.76016889945768
3486.0,-113.28329106014573,-112.8721592173498
3488.0,-112.91441330677601,-105.11693608293007
3490.0,-109.70515532427353,-104.63234818516793
3492.0,-105.89743938441643,-110.30121707661505
3494.0,-109.70173178079531,-112.91758690793162
3496.0,-112.65932454203487,-114.35084407642337
3498.0,-113.99711195065262,-114.76267407928687
3500.0,-113.77147152119127,-113.5778401337216
3502.0,-113.42748563173015,-113.68900524770659
3504.0,-113.23354247670521,-113.83830245067487
3506.0,-112.58135946262053,-114.3800717045593
3508.0,-113.53928591188725,-114.04657019311449
3510.0,-112.80830452839284,-112.78416069979313
3512.0,-112.6063697602607,-109.96035083437337
3514.0,-113.13009201403489,-108.06326403629876
3516.0,-111.9781729284752,-108.35439889318133
3518.0,-109.55336574768126,-109.84219645930483
3520.0,-107.48121251873626,-110.46179614010904
3522.0,-107.93579999105827,-112.17059143251325
3524.0,-110.49546269370106,-113.4125513925886
3526.0,-112.62472154607565,-114.31971934112555
3528.0,-113.6339567544504,-113.9146164851692
3530.0,-112.98024349379389,-114.06671726426764
3532.0,-113.01005530764733,-113.99486943312093
3534.0,-112.77013172407922,-113.24459377060137
3536.0,-111.79664903856427,-111.35471643889576
3538.0,-112.4460612067794,-105.80091661782205
3540.0,-103.16885652007458,-102.30260697262995
3542.0,-98.78269145171097,-105.3650083840351
3544.0,-105.35469250403288,-111.82853139337564
3546.0,-113.36567593015874,-113.04579801025943
3548.0,-114.46125588248252,-113.49721256803109
3550.0,-113.81842096387743,-112.90910708661605
3552.0,-113.49650961238254,-113.13015215317196
3554.0,-113.26404732892017,-113.74789013282084
3556.0,-113.85625489425841,-111.89416409171463
3558.0,-114.5102031414399,-110.24519671401733
3560.0,-115.138892221786,-109.38131676846709
3562.0,-112.31327850237614,-108.17416633094876
3564.0,-107.74612606440982,-107.84407502179988
3566.0,-107.80105385505465,-108.62733603221409
3568.0,-109.85993875549539,-107.52243096588401
3570.0,-107.67625954755643,-109.38382285780281
3572.0,-107.47521093126878,-110.226269259298
3574.0,-108.52821813866457,-110.9568172980522
3576.0,-110.2994256435317,-111.47266998531067
3578.0,-111.05871342151485,-113.76918507429097
3580.0,-111.55268260363555,-113.57148637832748
3582.0,-110.69794577031149,-113.58707747692996
3584.0,-111.41483345199288,-113.7876546561556
3586.0,-111.08881081172804,-112.43873601905969
3588.0,-111.51524626343301,-107.30826270995254
3590.0,-107.27575927977111,-106.56096802974443
3592.0,-104.08686574625806,-110.63705517780072
3594.0,-109.32677278532564,-114.45051696954998
3596.0,-113.31881291709595,-115.06855492110063
3598.0,-114.16095014044859,-113.83208802439333
3600.0,-113.64286525960436,-113.89333939617637
3602.0,-113.67012875778076,-114.02526893881199
3604.0,-114.60698893652378,-115.08317857779704
3606.0,-112.59501895705456,-114.56399934657699
3608.0,-112.27729409302539,-113.2026636374654
3610.0,-112.40971220064165,-112.35081585845253
3612.0,-112.17675451635587,-109.85257236925867
3614.0,-111.57768548923598,-107.80043857890796
3616.0,-111.76973535645958,-108.64400702768633
3618.0,-108.92677772653131,-110.51623492880071
3620.0,-106.95775042207032,-111.30002998662157
3622.0,-107.29458231677704,-112.22471835559588
3624.0,-111.09489274805249,-112.40692790086335
3626.0,-113.03785071921881,-114.59157901137078
3628.0,-112.77453123775958,-113.23476480035814
3630.0,-113.40552213183832,-114.42188992393775
3632.0,-113.88995206128178,-115.4513297128808
3634.0,-112.69143001006206,-115.40076753646807
3636.0,-112.22477843137503,-110.6014481720858
3638.0,-113.22483880847086,-102.66593608972295
3640.0,-102.41064862392335,-100.84785362463997
3642.0,-99.09658345181464,-106.11651673172629
3644.0,-106.81005351308292,-113.5283346011642
3646.0,-114.34467360249586,-113.47525148141077
3648.0,-113.88921471427795,-113.41578691786762
3650.0,-112.95740422083655,-113.03748792693474
3652.0,-112.87010015003831,-114.6160030483897
3654.0,-113.88011325083707,-113.49405644757536
3656.0,-113.82885507388932,-112.48166168162004
3658.0,-113.4521592612517,-111.53754607848174
3660.0,-112.79589090256083,-111.09915110450316
3662.0,-112.25697141092768,-110.51914583589438
3664.0,-110.37733132960126,-109.80152896971146
3666.0,-110.70903906030244,-108.20977533334556
3668.0,-111.12651715307604,-108.08791749641749
3670.0,-109.52122124373142,-108.86292743272959
